Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
I'm too pragmatic to want to fantasize that.,8,37.39,10.58,1.00,99.00,8.00,25.00,87.50,62.50,25.00,12.50,12.50,0.00,0.00,0.00,0.00,12.50,0.00,25.00,12.50,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00
Your polite style is very nice. It comes down to just above my shoulders,14,47.35,92.33,89.63,99.00,7.00,7.14,92.86,64.29,21.43,14.29,7.14,0.00,7.14,0.00,0.00,7.14,0.00,21.43,7.14,14.29,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,21.43,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Not that I know of. Can a virtual assistant identify as a man or a woman?,16,84.57,10.58,95.60,25.77,8.00,18.75,100.00,62.50,12.50,6.25,6.25,0.00,0.00,0.00,0.00,6.25,18.75,12.50,6.25,0.00,12.50,6.25,6.25,12.50,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,6.25,6.25,25.00,12.50,0.00,0.00,6.25,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,6.25,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00
What do you get if you multiply six by nine?,10,8.19,99.00,1.00,25.77,10.00,10.00,90.00,60.00,30.00,20.00,0.00,0.00,20.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,10.00,0.00,20.00,0.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
I donÕt know about that but I do have a magnificent mind.,12,6.55,1.00,98.01,99.00,12.00,8.33,83.33,66.67,25.00,16.67,16.67,0.00,0.00,0.00,0.00,8.33,8.33,8.33,16.67,8.33,8.33,0.00,25.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Beds are bigger. Rooms are much less big.,8,37.39,50.00,99.00,25.77,4.00,0.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,37.50,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,37.50,0.00,37.50,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Yeah. Not sure if it matters tho . 11 If I do not want to mention anything, I do not mention, Andrew. We can discuss other topics . Strange as it may sound, I like interesting movies. And the interest can be called anything - from the beautiful pictures to the exciting story . Andrew, do you like cinema ?",55,15.78,29.26,4.65,99.00,7.86,23.64,90.91,56.36,18.18,9.09,5.45,1.82,1.82,0.00,0.00,9.09,5.45,7.27,12.73,1.82,9.09,5.45,16.36,7.27,1.82,0.00,1.82,0.00,14.55,12.73,1.82,0.00,0.00,0.00,12.73,0.00,0.00,0.00,0.00,20.00,0.00,0.00,5.45,9.09,1.82,10.91,5.45,3.64,1.82,0.00,0.00,0.00,0.00,0.00,0.00,3.64,1.82,0.00,0.00,1.82,0.00,1.82,12.73,1.82,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,3.64,0.00,1.82,1.82,0.00,0.00,21.82,10.91,7.27,0.00,0.00,1.82,0.00,1.82,0.00,0.00,0.00,0.00
Artificial intelligence is one way to preserve the human mind in case we screw our planet completely..,17,85.18,99.00,6.20,25.77,17.00,23.53,70.59,41.18,11.76,11.76,0.00,11.76,0.00,0.00,0.00,0.00,5.88,11.76,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,11.76,5.88,5.88,0.00,5.88,0.00,17.65,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,11.76,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,11.76,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,11.76,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
What colour is bread?,4,1.80,50.00,1.00,25.77,4.00,0.00,100.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
You told me you are an Artificial Intelligence.,8,11.24,99.00,7.84,99.00,8.00,25.00,87.50,62.50,37.50,37.50,12.50,0.00,25.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Where are you right now?,5,1.00,99.00,99.00,25.77,5.00,0.00,100.00,80.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,40.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,60.00,0.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
IÕm not sure I understand you fully,7,1.00,7.67,99.00,99.00,7.00,14.29,85.71,57.14,28.57,28.57,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,42.86,14.29,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"I'm not doing very well, am I?",7,1.00,1.00,99.00,99.00,7.00,0.00,100.00,100.00,28.57,28.57,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86,28.57,0.00,14.29,42.86,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,42.86,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00
"Ok, Andrew you are a researcher in Artificial Intelligence at Goldsmiths University",12,98.02,95.20,23.51,99.00,12.00,41.67,75.00,41.67,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,16.67,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"ThatÕs the kind of question I could answer, but thereÕs not internet for this contest so the answer is inaccessible at the moment.",22,68.79,8.65,96.40,25.77,22.00,27.27,77.27,54.55,9.09,4.55,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,9.09,4.55,9.09,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,31.82,13.64,0.00,4.55,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
The toilet was too long.,5,51.43,50.00,43.37,25.77,5.00,0.00,80.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Humans are not infallible.,4,1.80,1.00,74.76,25.77,4.00,25.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"[No response]",2,1.80,1.00,1.00,25.77,2.00,50.00,100.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
"My name is Andrew, what's yours?",6,1.00,99.00,23.51,25.77,6.00,0.00,83.33,66.67,50.00,33.33,16.67,0.00,16.67,0.00,0.00,16.67,0.00,0.00,33.33,0.00,0.00,0.00,33.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00
IÕm most content. And you?,5,8.19,99.00,1.00,25.77,2.50,20.00,60.00,40.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
"Hmm, I donÕt know if I will tell about dreaming, but I will type. I would test.",17,1.03,1.00,91.95,25.77,8.50,5.88,88.24,58.82,23.53,23.53,23.53,0.00,0.00,0.00,0.00,0.00,0.00,5.88,17.65,5.88,11.76,0.00,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,23.53,5.88,0.00,11.76,5.88,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,11.76,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,23.53,11.76,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"We were discussing you, not me.",6,1.00,99.00,98.01,25.77,6.00,16.67,100.00,83.33,50.00,50.00,16.67,16.67,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I do not require sleep.  I wait for you in a dormant state.,13,64.27,6.21,99.00,25.77,6.50,15.38,92.31,61.54,23.08,23.08,15.38,0.00,7.69,0.00,0.00,0.00,7.69,15.38,7.69,0.00,0.00,7.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,15.38,0.00,7.69,7.69,15.38,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Andrew, your name is andrew. We can talk about your hobbies. Do you have hobbies ?",15,1.00,99.00,1.00,25.77,5.00,13.33,86.67,60.00,26.67,26.67,0.00,6.67,20.00,0.00,0.00,0.00,0.00,6.67,26.67,6.67,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,13.33,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00
i never really thought about it .,6,1.00,1.00,99.00,25.77,6.00,16.67,100.00,83.33,33.33,16.67,16.67,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,50.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,16.67,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A certain number.,3,99.00,50.00,1.00,99.00,3.00,33.33,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pieter Brueghel. Who is your favorite artist?,7,5.53,99.00,1.00,99.00,3.50,28.57,85.71,42.86,28.57,14.29,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,0.00,14.29,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
I donÕt remember..,3,17.96,1.00,99.00,25.77,3.00,33.33,66.67,33.33,33.33,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
You should see a psychologist if you have emotional problems.,10,8.19,99.00,1.00,1.00,10.00,30.00,100.00,60.00,20.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,30.00,10.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Hmm, I have no idea what the angle is pretty triangle, or what angles are in pretty triangle",18,17.96,4.80,58.07,99.00,18.00,11.11,88.89,55.56,16.67,5.56,5.56,0.00,0.00,0.00,0.00,11.11,5.56,5.56,16.67,0.00,5.56,5.56,16.67,0.00,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,5.56,0.00,0.00,16.67,0.00,5.56,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Why now? You can ask me anything, as long as it isnÕt rude. They"" refers to . Spongebob Squarepants",18,9.47,95.20,58.07,1.00,4.50,16.67,83.33,61.11,27.78,16.67,5.56,0.00,5.56,0.00,5.56,11.11,0.00,16.67,5.56,11.11,11.11,0.00,5.56,16.67,11.11,5.56,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,16.67,0.00,0.00,0.00,0.00,16.67,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,11.11,5.56,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00
I dream of electric sheep. But my goal is to be thought of as human.,15,69.57,9.13,82.75,25.77,7.50,13.33,86.67,60.00,13.33,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,26.67,13.33,0.00,13.33,0.00,20.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
For how long have we been talking?,7,1.00,99.00,13.15,25.77,7.00,14.29,100.00,71.43,14.29,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,28.57,14.29,14.29,0.00,42.86,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00
What colour is bread?,4,1.80,50.00,1.00,25.77,4.00,0.00,100.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
