source,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
HUMAN,Hahahahahaa,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,So me is your first friend ha?????,7,1,99,89.63,99,7,0,100,57.14,28.57,28.57,14.29,0,14.29,0,0,0,0,0,14.29,14.29,14.29,0,14.29,0,0,0,14.29,0,14.29,14.29,0,0,0,0,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,71.43,0,0,0,0,71.43,0,0,0,0,0,0
HUMAN,??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Where r u dany?,4,1.8,99,74.76,25.77,4,0,75,50,25,25,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,50,0,50,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,Dany??????,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,600,0,0,0,0,0,0
MACHINE,Hi!! Can't sleep? ?,3,17.96,1,98.01,25.77,1.5,0,100,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.67,0,0,0,0,66.67,66.67,0,0,33.33,0,0
HUMAN,Hi,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hmm just boring do my math ?,6,1.8,4.8,23.51,1,6,0,100,50,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
HUMAN,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"?, homework. Is it difficult to do?",6,17.96,50,1,1,3,33.33,100,66.67,16.67,0,0,0,0,0,0,16.67,0,16.67,33.33,0,0,0,33.33,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,33.33,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,66.67,16.67,16.67,0,0,33.33,0,0,0,0,0,0
HUMAN,To me....yessss it is absolutely difficult???,7,5.53,7.67,13.15,1,7,28.57,100,71.43,28.57,14.29,14.29,0,0,0,0,14.29,0,14.29,14.29,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,100,57.14,0,0,0,42.86,0,0,0,0,0,0
HUMAN,Danyy??,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,200,0,0,0,0,0,0
HUMAN,Why u always bluetick me???,5,1,50,99,25.77,5,20,80,60,40,40,20,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,20,0,20,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0
HUMAN,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Hi there!! Remember that the ticks don't work in this chat. Will always be bluetick even if I didn't saw your message,22,1.8,50,61.34,25.77,7.33,13.64,90.91,59.09,18.18,9.09,4.55,0,4.55,0,0,9.09,4.55,4.55,18.18,9.09,4.55,9.09,27.27,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,18.18,4.55,0,4.55,4.55,4.55,9.09,4.55,4.55,0,0,0,0,0,0,0,18.18,13.64,4.55,0,0,0,13.64,13.64,4.55,9.09,0,4.55,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,22.73,4.55,0,0,0,0,9.09,0,0,9.09,0,0
HUMAN,Hmm so that's the problem of programmer ha???,8,37.39,50,1,25.77,8,25,100,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,12.5,12.5,12.5,0,12.5,0,0,0,0,0,25,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,25,0,25,0,12.5,0,50,0,0,0,0,37.5,0,0,0,12.5,0,0
MACHINE,Is a  limitation of Telegram ??,5,99,50,1,25.77,5,40,80,60,0,0,0,0,0,0,0,0,20,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0
HUMAN,Oohhh sorry....i didn't know that it is the limitation of Telegram,12,17.96,1,74.76,1,12,16.67,83.33,58.33,25,8.33,8.33,0,0,0,0,16.67,8.33,8.33,16.67,0,0,8.33,25,8.33,0,0,0,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,16.67,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,33.33,0,0,0,0,0,0,0,8.33,0,0
MACHINE,Don't worry ?,2,1,1,1,1,2,0,100,50,0,0,0,0,0,0,0,0,0,0,50,0,0,50,100,0,0,0,0,0,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,50,0,0,0,50,0,0
HUMAN,Thank you dany,3,17.96,99,1,99,3,0,66.67,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Jahahah,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,What r u do right now?,6,1,95.2,98.01,25.77,6,0,100,66.67,33.33,16.67,0,0,16.67,0,0,16.67,0,0,16.67,16.67,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,16.67,16.67,0,0,0,0,0,0,33.33,0,33.33,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
MACHINE,"Reading something from the web, and you?",7,67.14,99,1,25.77,7,28.57,85.71,71.43,28.57,14.29,0,0,14.29,0,0,14.29,14.29,14.29,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0
HUMAN,Justt hearing music,3,92.84,99,1,25.77,3,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,66.67,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,?????,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hahahahhaa,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Do u knoww today,4,1.8,99,74.76,25.77,4,0,75,50,25,25,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,0,0,25,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I have a presentation in englishh,6,92.84,4.8,98.01,25.77,6,33.33,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hmm im so scared,4,1,1,74.76,1,4,0,100,50,25,25,25,0,0,0,0,0,0,0,25,25,25,0,25,25,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,? why are you scared? Did you study?,7,1,99,1,1,2.33,0,100,71.43,28.57,28.57,0,0,28.57,0,0,0,0,0,28.57,14.29,0,0,28.57,14.29,0,14.29,0,0,14.29,0,14.29,14.29,0,0,28.57,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,42.86,0,0,0,0,0,0
HUMAN,Im scared of my grammar.... My grammar not too well,10,1,1,99,25.77,5,20,80,70,30,30,30,0,0,0,0,0,0,10,10,20,0,10,10,10,0,0,0,0,20,10,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,40,40,0,0,0,0,0,0,0,0,0,0
HUMAN,Hahahahaha,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I studyyy but still nervous,5,1,1,99,1,5,40,100,60,20,20,20,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"If you studied don't worry, you will be Ok!! ??",9,1,98.62,1,25.77,9,11.11,100,66.67,22.22,22.22,0,0,22.22,0,0,0,0,0,33.33,0,11.11,11.11,55.56,0,0,0,0,0,22.22,11.11,11.11,11.11,0,0,22.22,0,0,0,0,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,33.33,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,66.67,0,11.11,0,0,22.22,22.22,0,0,11.11,0,0
HUMAN,Hahahahaha .,1,92.84,50,1,99,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
HUMAN,"Sahabat itu umpama KOMPUTER.Awak ENTER dalam hidup saya,Saya SAVE awak dihati.Awak FORMAT segala masalah,Dan kerana itulah saya tak akan DELETE awak dari MEMORY saya.Ecehhh@typicalfriends",30,92.84,50,1,84.54,10,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,6.67,0,0,0,0,0,0,0,0,3.33
MACHINE,"HELLO WORLD! Hahaha, yang lucu!",5,92.84,97.69,43.37,99,2.5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,60,0,20,0,0,0,40,0,0,0,0,0
HUMAN,Ehhg,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Manaa blajarr,2,92.84,50,1,25.77,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"hmmm, I don't  understand that ?",5,1,1,99,25.77,5,20,100,60,40,20,20,0,0,0,0,20,0,0,20,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,60,0,20,0,0,20,0,0,0,20,0,0
HUMAN,Sorry,1,92.84,50,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,I said who teach you bahasa?,6,1.8,99,23.51,25.77,6,0,83.33,50,50,33.33,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
MACHINE,You did! ??,2,1,99,1,25.77,2,0,100,100,50,50,0,0,50,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,100,50,0,0,0,0,0
HUMAN,Hahahhaha but i didn't teach u the word 'lucu',9,4.38,1,98.01,99,9,11.11,77.78,55.56,22.22,22.22,11.11,0,11.11,0,0,0,11.11,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,22.22,0,22.22,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0
MACHINE,Automatic translation helped a bit there :P,7,92.84,50,1,25.77,7,28.57,57.14,28.57,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0
HUMAN,Oohhh,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,"Nice joke, I liked it!",5,8.19,2.31,43.37,99,5,20,100,40,40,20,20,0,0,0,0,20,0,0,0,0,0,0,20,20,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,20,0,0,0,0,0
HUMAN,Hagaggagaa,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Babyyy,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hi dany,2,92.84,99,1,25.77,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Hi!! How are you? ?,4,1,99,1,25.77,2,0,100,75,25,25,0,0,25,0,0,0,0,0,25,25,25,0,25,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,50,50,0,0,0,0,0
HUMAN,Fine thank you,3,17.96,99,1,99,3,0,100,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,66.67,66.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Where have you been all this time?,7,1,99,89.63,25.77,7,0,100,71.43,28.57,14.29,0,0,14.29,0,0,14.29,0,0,28.57,14.29,0,0,28.57,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,Do u miss me???,4,1,50,74.76,1,4,0,100,75,50,50,25,0,25,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0
MACHINE,Of course!,2,99,50,1,25.77,2,0,100,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0
HUMAN,Oohh so sweet???,3,1,50,1,99,3,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0
HUMAN,Sorry,1,92.84,50,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Because this lately day im busy,6,1,4.8,99,25.77,6,16.67,100,66.67,33.33,16.67,16.67,0,0,0,0,16.67,0,0,16.67,16.67,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,50,0,0,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,so do u your dinner?,5,1,99,1,25.77,5,0,100,80,40,40,0,0,40,0,0,0,0,0,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
